302,336,83
517,158,29
986,53,104
384,787,894
560,885,868
794,238,556
618,910,786
264,767,111
291,742,575
161,487,983
709,490,110
853,119,953
856,697,952
238,976,193
266,854,107
81,7,326
522,640,349
388,688,774
837,251,575
895,177,474
991,466,925
325,169,834
430,258,736
809,793,780
592,186,654
336,365,682
765,273,246
446,714,534
57,833,48
583,311,720
157,999,55
758,882,550
292,390,297
363,246,897
5,261,585
367,628,867
728,109,583
645,498,369
882,978,53
566,306,587
291,446,403
429,19,617
77,185,349
316,946,751
820,999,903
595,597,366
681,989,72
628,855,895
67,350,370
649,920,237
980,178,742
774,32,48
76,928,303
491,499,502
679,795,190
769,525,63
110,146,356
566,798,770
504,941,658
997,872,40
733,281,355
488,627,272
772,703,388
707,203,438
795,528,565
831,972,334
412,104,956
72,382,962
952,241,158
835,211,785
750,513,363
387,422,30
960,139,648
849,107,477
424,801,367
350,56,397
847,826,338
294,393,467
975,866,413
43,469,620
482,56,784
418,985,78
65,437,695
411,913,332
274,82,690
484,26,533
682,797,701
888,36,444
472,76,773
245,225,263
215,171,795
915,521,488
826,890,64
798,643,867
630,641,601
980,540,32
551,154,715
682,100,115
997,510,684
97,560,213
397,890,766
61,697,11
914,910,901
30,587,399
178,21,67
120,872,111
765,736,479
920,853,355
52,366,780
13,561,723
14,9,473
630,365,415
313,597,215
859,524,39
209,102,604
895,469,223
487,579,748
978,593,22
877,993,211
451,487,840
922,736,913
51,832,47
64,928,310
461,762,812
299,306,986
412,342,254
164,351,538
314,475,852
657,342,989
525,219,819
83,22,847
270,241,512
239,435,114
729,620,240
658,709,602
620,794,940
77,838,904
295,894,69
324,397,136
377,1000,727
434,711,174
844,351,668
198,695,344
21,210,457
818,238,958
748,455,227
763,593,7
586,611,612
408,707,144
642,368,419
317,116,72
949,595,889
527,559,254
940,72,313
642,67,875
787,729,895
715,517,519
710,564,811
940,942,320
816,604,414
186,987,709
710,199,156
639,339,764
315,981,527
706,239,931
199,401,852
655,988,698
871,388,212
618,313,298
242,974,694
678,89,874
920,32,551
403,871,505
406,564,67
631,463,611
441,372,284
345,66,754
608,833,594
6,817,697
327,304,573
265,417,133
40,402,59
284,290,862
364,851,268
572,930,544
989,384,231
942,493,724
311,40,323
631,258,414
201,717,444
413,737,414
613,472,733
24,499,335
418,590,320
164,117,133
920,603,696
86,613,583
25,159,195
709,837,906
362,580,251
40,437,406
543,767,956
444,781,535
308,3,631
733,979,168
418,44,622
753,304,228
205,490,655
808,113,813
791,770,914
963,530,947
205,260,303
956,767,741
328,225,579
652,515,390
57,986,518
850,544,129
736,379,357
276,365,39
917,801,817
934,575,181
312,401,957
765,286,701
183,539,363
940,968,105
389,76,372
789,488,835
536,99,960
570,747,983
248,934,870
35,269,494
552,4,615
794,235,533
796,606,427
409,681,310
385,825,595
154,444,776
269,467,441
29,604,425
435,793,131
666,292,278
978,41,772
167,293,708
647,181,657
54,874,403
947,812,568
927,970,221
332,207,711
135,913,995
689,446,191
629,982,408
41,890,792
620,947,537
842,856,227
806,327,620
739,381,909
401,484,219
90,653,834
215,275,928
387,747,654
213,824,574
258,533,978
911,269,418
172,983,869
959,121,45
379,294,154
169,881,361
143,926,969
496,790,400
87,525,200
871,893,82
758,931,224
728,980,932
34,502,130
409,780,540
660,397,141
425,642,368
638,852,802
586,229,163
545,29,41
822,873,241
706,534,538
708,190,718
817,474,731
113,636,890
585,8,837
86,309,66
131,419,866
578,676,70
639,533,486
931,27,471
527,608,389
802,475,550
886,285,655
987,887,417
461,475,354
763,792,237
317,151,485
225,325,8
332,190,578
476,394,462
210,463,172
475,939,521
142,262,366
24,844,638
816,388,372
66,560,166
947,513,983
739,773,405
178,122,990
95,376,382
417,809,320
411,44,137
621,785,721
582,952,177
704,424,367
910,801,864
319,833,152
882,38,463
241,942,492
614,445,811
222,678,812
524,503,822
750,183,30
582,443,268
883,741,693
436,837,701
443,948,937
154,513,576
425,760,908
976,284,460
21,275,695
621,734,553
497,510,628
360,553,784
51,836,619
250,601,332
578,853,714
906,857,615
313,310,558
191,453,270
275,521,953
361,723,206
691,634,144
675,415,250
175,64,363
40,297,221
478,673,250
63,332,306
113,257,616
303,172,504
876,455,687
615,527,153
838,465,903
27,594,273
38,347,653
855,199,136
940,680,643
791,344,164
434,573,845
252,684,546
557,125,739
83,371,912
353,492,557
647,612,670
661,210,127
215,774,661
842,48,754
377,647,5
10,529,957
84,694,930
114,58,812
709,613,993
670,536,280
784,286,918
483,98,707
537,785,399
755,97,938
883,382,892
810,83,965
633,203,883
933,908,937
716,340,47
47,207,828
834,802,697
801,942,960
945,224,159
954,661,825
956,91,479
526,76,617
917,853,846
660,895,393
822,541,27
167,340,391
420,709,872
888,865,882
241,767,601
888,773,406
880,893,953
37,712,511
121,155,194
807,609,74
413,348,893
751,76,710
924,220,805
811,968,528
418,847,185
338,599,797
420,434,496
56,283,799
554,123,417
530,902,409
316,855,754
265,431,300
322,874,792
318,29,351
722,148,696
809,337,611
256,121,49
540,178,6
601,241,814
336,636,948
867,945,727
85,321,720
694,137,309
966,917,496
405,861,358
68,272,170
750,733,768
181,69,339
727,798,288
920,989,938
558,656,798
739,261,783
92,262,363
819,970,689
712,352,815
776,542,719
780,956,248
512,645,631
960,99,679
205,639,525
901,715,665
875,335,988
258,696,603
1000,190,504
496,119,147
41,749,4
665,930,531
539,780,91
314,541,152
667,958,420
25,254,757
515,188,390
178,478,898
645,650,93
815,191,464
956,225,604
447,515,809
989,659,161
158,48,470
197,439,731
165,480,229
394,59,49
607,583,677
631,356,843
402,385,306
852,740,378
107,920,148
987,362,986
485,522,108
256,851,345
894,510,302
850,250,893
366,16,34
399,447,114
904,592,436
293,379,658
600,214,304
59,216,456
681,17,698
952,542,736
283,611,279
343,429,789
710,443,375
571,67,831
660,530,410
247,826,827
247,514,130
116,147,456
214,890,279
452,183,12
955,334,253
103,67,219
795,629,2
276,407,822
844,240,285
135,64,277
980,633,246
831,651,769
556,844,504
1000,397,936
199,325,101
558,301,713
178,205,647
429,858,988
654,280,477
